CODIGO DA COMPOSICAO,DESCRICAO DA COMPOSICAO,UNIDADE,CUSTO TOTAL,TIPO ITEM,CODIGO ITEM,DESCRIÇÃO ITEM,UNIDADE ITEM,COEFICIENTE,PRECO UNITARIO,CUSTO TOTAL.1,CUSTO MAO DE OBRA,% MAO DE OBRA
91907.0,"CURVA 180 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"16,77",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,1960000","28,38","5,56",,
91908.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"17,13",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2350000","22,48","5,28",,
91908.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"17,13",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2350000","28,38","6,66",,
91910.0,"CURVA 180 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"19,50",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2350000","22,48","5,28",,
91910.0,"CURVA 180 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"19,50",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2350000","28,38","6,66",,
91911.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"16,82",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2720000","22,48","6,11",,
91911.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"16,82",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2720000","28,38","7,71",,
91913.0,"CURVA 180 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"16,49",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2720000","22,48","6,11",,
91913.0,"CURVA 180 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"16,49",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2720000","28,38","7,71",,
91914.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"18,04",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2950000","22,48","6,63",,
91914.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"18,04",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2950000","28,38","8,37",,
91916.0,"CURVA 180 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"20,21",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2950000","22,48","6,63",,
91916.0,"CURVA 180 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"20,21",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2950000","28,38","8,37",,
91917.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"21,27",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,3280000","22,48","7,37",,
91917.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"21,27",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,3280000","28,38","9,30",,
91919.0,"CURVA 180 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"23,48",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,3280000","22,48","7,37",,
91919.0,"CURVA 180 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"23,48",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,3280000","28,38","9,30",,
91920.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"23,74",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,3650000","22,48","8,20",,
91920.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"23,74",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,3650000","28,38","10,35",,
91922.0,"CURVA 180 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"26,11",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,3650000","22,48","8,20",,
91922.0,"CURVA 180 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"26,11",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,3650000","28,38","10,35",,
93013.0,"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 50 MM (1 1/2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"15,33",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2243000","22,48","5,04",,
93013.0,"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 50 MM (1 1/2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"15,33",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2243000","28,38","6,36",,
93014.0,"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 60 MM (2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"18,78",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2579000","22,48","5,79",,
93014.0,"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 60 MM (2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"18,78",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2579000","28,38","7,31",,
93015.0,"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 75 MM (2 1/2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"28,32",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,3084000","22,48","6,93",,
93015.0,"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 75 MM (2 1/2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"28,32",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,3084000","28,38","8,75",,
93016.0,"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 85 MM (3""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"34,35",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,3420000","22,48","7,68",,
93016.0,"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 85 MM (3""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"34,35",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,3420000","28,38","9,70",,
93017.0,"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 110 MM (4""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"51,47",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,4260000","22,48","9,57",,
93017.0,"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 110 MM (4""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"51,47",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,4260000","28,38","12,08",,
93018.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 50 MM (1 1/2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"23,39",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,3365000","22,48","7,56",,
93018.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 50 MM (1 1/2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"23,39",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,3365000","28,38","9,54",,
93020.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 60 MM (2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"29,89",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,3869000","22,48","8,69",,
93020.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 60 MM (2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"29,89",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,3869000","28,38","10,98",,
93022.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 75 MM (2 1/2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"49,59",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,4625000","22,48","10,39",,
93022.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 75 MM (2 1/2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"49,59",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,4625000","28,38","13,12",,
93024.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 85 MM (3""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"52,20",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,5130000","22,48","11,53",,
93024.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 85 MM (3""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"52,20",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,5130000","28,38","14,55",,
93026.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 110 MM (4""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"84,96",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,6390000","22,48","14,36",,
93026.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 110 MM (4""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",UN,"84,96",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,6390000","28,38","18,13",,
97559.0,"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"13,26",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2060000","22,48","4,63",,
97559.0,"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"13,26",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2060000","28,38","5,84",,
97562.0,"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"11,02",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,1620000","22,48","3,64",,
97562.0,"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"11,02",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,1620000","28,38","4,59",,
97564.0,"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"17,79",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2950000","22,48","6,63",,
97564.0,"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,"17,79",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2950000","28,38","8,37",,
104395.0,"CONDULETE DE PVC, TIPO E, PARA ELETRODUTO DE PVC SOLDÁVEL DN 20 MM (1/2''), APARENTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2022",UN,"22,21",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2148000","22,48","4,82",,
104395.0,"CONDULETE DE PVC, TIPO E, PARA ELETRODUTO DE PVC SOLDÁVEL DN 20 MM (1/2''), APARENTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2022",UN,"22,21",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,2148000","28,38","6,09",,
91924.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 1,5 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"3,37",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0230000","22,48","0,51",,
91924.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 1,5 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"3,37",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0230000","28,38","0,65",,
91925.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 1,5 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"4,13",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0230000","22,48","0,51",,
91925.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 1,5 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"4,13",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0230000","28,38","0,65",,
91926.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 2,5 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"4,95",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0290000","22,48","0,65",,
91926.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 2,5 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"4,95",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0290000","28,38","0,82",,
91927.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 2,5 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"5,60",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0290000","22,48","0,65",,
91927.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 2,5 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"5,60",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0290000","28,38","0,82",,
91928.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 4 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"7,72",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0390000","22,48","0,87",,
91928.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 4 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"7,72",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0390000","28,38","1,10",,
91929.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 4 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"8,28",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0390000","22,48","0,87",,
91929.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 4 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"8,28",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0390000","28,38","1,10",,
91930.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 6 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"10,83",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0510000","22,48","1,14",,
91930.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 6 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"10,83",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0510000","28,38","1,44",,
91931.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 6 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"11,75",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0510000","22,48","1,14",,
91931.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 6 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"11,75",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0510000","28,38","1,44",,
91932.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 10 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"19,60",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0760000","22,48","1,70",,
91932.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 10 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"19,60",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0760000","28,38","2,15",,
91933.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 10 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"18,87",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0760000","22,48","1,70",,
91933.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 10 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"18,87",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,0760000","28,38","2,15",,
91934.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 16 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"28,28",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,1140000","22,48","2,56",,
91934.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 16 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"28,28",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,1140000","28,38","3,23",,
91935.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 16 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"29,69",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,1140000","22,48","2,56",,
91935.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 16 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,"29,69",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,"0,1140000","28,38","3,23",,
